STATISTIC,Statistic,TLIST(A1),Year,Age Code,Age of Mother at Maternity,PLC Code,Previous Liveborn Children,UNIT,VALUE
VSA36C01,Total Births,2008,2008,365,20 - 24 years,3,2,Number,625
VSA36C01,Total Births,2008,2008,365,20 - 24 years,4,3,Number,126
VSA36C01,Total Births,2008,2008,365,20 - 24 years,5,4,Number,27
VSA36C01,Total Births,2008,2008,365,20 - 24 years,6,5,Number,7
VSA36C01,Total Births,2008,2008,365,20 - 24 years,8,6,Number,2
VSA36C01,Total Births,2008,2008,365,20 - 24 years,10,7,Number,
VSA36C01,Total Births,2008,2008,365,20 - 24 years,11,8,Number,
VSA36C01,Total Births,2008,2008,365,20 - 24 years,12,9,Number,
VSA36C01,Total Births,2008,2008,365,20 - 24 years,15,10 or more,Number,
VSA36C01,Total Births,2008,2008,365,20 - 24 years,99,Not stated,Number,43
VSA36C01,Total Births,2008,2008,410,25 - 29 years,26,Total Per Age Group,Number,17876
VSA36C01,Total Births,2008,2008,410,25 - 29 years,1,0,Number,8975
VSA36C01,Total Births,2008,2008,410,25 - 29 years,2,1,Number,5686
VSA36C01,Total Births,2008,2008,410,25 - 29 years,3,2,Number,2098
VSA36C01,Total Births,2008,2008,410,25 - 29 years,4,3,Number,689
VSA36C01,Total Births,2008,2008,410,25 - 29 years,5,4,Number,237
VSA36C01,Total Births,2008,2008,410,25 - 29 years,6,5,Number,60
VSA36C01,Total Births,2008,2008,410,25 - 29 years,8,6,Number,23
VSA36C01,Total Births,2008,2008,410,25 - 29 years,10,7,Number,4
VSA36C01,Total Births,2008,2008,410,25 - 29 years,11,8,Number,1
VSA36C01,Total Births,2008,2008,410,25 - 29 years,12,9,Number,
VSA36C01,Total Births,2008,2008,410,25 - 29 years,15,10 or more,Number,
VSA36C01,Total Births,2008,2008,410,25 - 29 years,99,Not stated,Number,103
VSA36C01,Total Births,2008,2008,440,30 - 34 years,26,Total Per Age Group,Number,25431
VSA36C01,Total Births,2008,2008,440,30 - 34 years,1,0,Number,9686
VSA36C01,Total Births,2008,2008,440,30 - 34 years,2,1,Number,9077
VSA36C01,Total Births,2008,2008,440,30 - 34 years,3,2,Number,4367
VSA36C01,Total Births,2008,2008,440,30 - 34 years,4,3,Number,1443
VSA36C01,Total Births,2008,2008,440,30 - 34 years,5,4,Number,422
VSA36C01,Total Births,2008,2008,440,30 - 34 years,6,5,Number,146
VSA36C01,Total Births,2008,2008,440,30 - 34 years,8,6,Number,68
VSA36C01,Total Births,2008,2008,440,30 - 34 years,10,7,Number,37
VSA36C01,Total Births,2008,2008,440,30 - 34 years,11,8,Number,7
VSA36C01,Total Births,2008,2008,440,30 - 34 years,12,9,Number,5
VSA36C01,Total Births,2008,2008,440,30 - 34 years,15,10 or more,Number,
VSA36C01,Total Births,2008,2008,440,30 - 34 years,99,Not stated,Number,173
VSA36C01,Total Births,2008,2008,460,35 - 39 years,26,Total Per Age Group,Number,16913
VSA36C01,Total Births,2008,2008,460,35 - 39 years,1,0,Number,3791
VSA36C01,Total Births,2008,2008,460,35 - 39 years,2,1,Number,5551
VSA36C01,Total Births,2008,2008,460,35 - 39 years,3,2,Number,4559
VSA36C01,Total Births,2008,2008,460,35 - 39 years,4,3,Number,1941
VSA36C01,Total Births,2008,2008,460,35 - 39 years,5,4,Number,595
VSA36C01,Total Births,2008,2008,460,35 - 39 years,6,5,Number,176
VSA36C01,Total Births,2008,2008,460,35 - 39 years,8,6,Number,75
VSA36C01,Total Births,2008,2008,460,35 - 39 years,10,7,Number,50
VSA36C01,Total Births,2008,2008,460,35 - 39 years,11,8,Number,32
VSA36C01,Total Births,2008,2008,460,35 - 39 years,12,9,Number,5
VSA36C01,Total Births,2008,2008,460,35 - 39 years,15,10 or more,Number,12
VSA36C01,Total Births,2008,2008,460,35 - 39 years,99,Not stated,Number,126
VSA36C01,Total Births,2008,2008,475,40 - 44 years,26,Total Per Age Group,Number,3077
VSA36C01,Total Births,2008,2008,475,40 - 44 years,1,0,Number,611
VSA36C01,Total Births,2008,2008,475,40 - 44 years,2,1,Number,864
VSA36C01,Total Births,2008,2008,475,40 - 44 years,3,2,Number,699
VSA36C01,Total Births,2008,2008,475,40 - 44 years,4,3,Number,489
VSA36C01,Total Births,2008,2008,475,40 - 44 years,5,4,Number,221
VSA36C01,Total Births,2008,2008,475,40 - 44 years,6,5,Number,90
VSA36C01,Total Births,2008,2008,475,40 - 44 years,8,6,Number,44
VSA36C01,Total Births,2008,2008,475,40 - 44 years,10,7,Number,16
VSA36C01,Total Births,2008,2008,475,40 - 44 years,11,8,Number,10
VSA36C01,Total Births,2008,2008,475,40 - 44 years,12,9,Number,6
VSA36C01,Total Births,2008,2008,475,40 - 44 years,15,10 or more,Number,5
VSA36C01,Total Births,2008,2008,475,40 - 44 years,99,Not stated,Number,22
VSA36C01,Total Births,2008,2008,510,45 years and over,26,Total Per Age Group,Number,166
VSA36C01,Total Births,2008,2008,510,45 years and over,1,0,Number,51
VSA36C01,Total Births,2008,2008,510,45 years and over,2,1,Number,41
VSA36C01,Total Births,2008,2008,510,45 years and over,3,2,Number,35
VSA36C01,Total Births,2008,2008,510,45 years and over,4,3,Number,12
VSA36C01,Total Births,2008,2008,510,45 years and over,5,4,Number,9
VSA36C01,Total Births,2008,2008,510,45 years and over,6,5,Number,9
VSA36C01,Total Births,2008,2008,510,45 years and over,8,6,Number,2
VSA36C01,Total Births,2008,2008,510,45 years and over,10,7,Number,3
VSA36C01,Total Births,2008,2008,510,45 years and over,11,8,Number,2
VSA36C01,Total Births,2008,2008,510,45 years and over,12,9,Number,
VSA36C01,Total Births,2008,2008,510,45 years and over,15,10 or more,Number,1
VSA36C01,Total Births,2008,2008,510,45 years and over,99,Not stated,Number,1
VSA36C01,Total Births,2008,2008,999,Age not stated,26,Total Per Age Group,Number,25
VSA36C01,Total Births,2008,2008,999,Age not stated,1,0,Number,11
VSA36C01,Total Births,2008,2008,999,Age not stated,2,1,Number,7
VSA36C01,Total Births,2008,2008,999,Age not stated,3,2,Number,4
VSA36C01,Total Births,2008,2008,999,Age not stated,4,3,Number,2
VSA36C01,Total Births,2008,2008,999,Age not stated,5,4,Number,1
VSA36C01,Total Births,2008,2008,999,Age not stated,6,5,Number,
VSA36C01,Total Births,2008,2008,999,Age not stated,8,6,Number,
VSA36C01,Total Births,2008,2008,999,Age not stated,10,7,Number,
VSA36C01,Total Births,2008,2008,999,Age not stated,11,8,Number,
VSA36C01,Total Births,2008,2008,999,Age not stated,12,9,Number,
VSA36C01,Total Births,2008,2008,999,Age not stated,15,10 or more,Number,
VSA36C01,Total Births,2008,2008,999,Age not stated,99,Not stated,Number,
VSA36C01,Total Births,2008,2008,-,All ages,26,Total Per Age Group,Number,75173
VSA36C01,Total Births,2008,2008,-,All ages,1,0,Number,31431
VSA36C01,Total Births,2008,2008,-,All ages,2,1,Number,23750
VSA36C01,Total Births,2008,2008,-,All ages,3,2,Number,12401
VSA36C01,Total Births,2008,2008,-,All ages,4,3,Number,4705
VSA36C01,Total Births,2008,2008,-,All ages,5,4,Number,1512
VSA36C01,Total Births,2008,2008,-,All ages,6,5,Number,488
VSA36C01,Total Births,2008,2008,-,All ages,8,6,Number,214
VSA36C01,Total Births,2008,2008,-,All ages,10,7,Number,110
VSA36C01,Total Births,2008,2008,-,All ages,11,8,Number,52
VSA36C01,Total Births,2008,2008,-,All ages,12,9,Number,16
VSA36C01,Total Births,2008,2008,-,All ages,15,10 or more,Number,18
VSA36C01,Total Births,2008,2008,-,All ages,99,Not stated,Number,476
VSA36C01,Total Births,2009,2009,16,16 years,26,Total Per Age Group,Number,166
VSA36C01,Total Births,2009,2009,16,16 years,1,0,Number,163
VSA36C01,Total Births,2009,2009,16,16 years,2,1,Number,3
VSA36C01,Total Births,2009,2009,16,16 years,3,2,Number,
VSA36C01,Total Births,2009,2009,16,16 years,4,3,Number,
VSA36C01,Total Births,2009,2009,16,16 years,5,4,Number,
VSA36C01,Total Births,2009,2009,16,16 years,6,5,Number,
VSA36C01,Total Births,2009,2009,16,16 years,8,6,Number,
VSA36C01,Total Births,2009,2009,16,16 years,10,7,Number,
VSA36C01,Total Births,2009,2009,16,16 years,11,8,Number,
VSA36C01,Total Births,2009,2009,16,16 years,12,9,Number,
VSA36C01,Total Births,2009,2009,16,16 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,16,16 years,99,Not stated,Number,
VSA36C01,Total Births,2009,2009,17,17 years,26,Total Per Age Group,Number,369
VSA36C01,Total Births,2009,2009,17,17 years,1,0,Number,347
VSA36C01,Total Births,2009,2009,17,17 years,2,1,Number,22
VSA36C01,Total Births,2009,2009,17,17 years,3,2,Number,
VSA36C01,Total Births,2009,2009,17,17 years,4,3,Number,
VSA36C01,Total Births,2009,2009,17,17 years,5,4,Number,
VSA36C01,Total Births,2009,2009,17,17 years,6,5,Number,
VSA36C01,Total Births,2009,2009,17,17 years,8,6,Number,
VSA36C01,Total Births,2009,2009,17,17 years,10,7,Number,
VSA36C01,Total Births,2009,2009,17,17 years,11,8,Number,
VSA36C01,Total Births,2009,2009,17,17 years,12,9,Number,
VSA36C01,Total Births,2009,2009,17,17 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,17,17 years,99,Not stated,Number,
VSA36C01,Total Births,2009,2009,18,18 years,26,Total Per Age Group,Number,634
VSA36C01,Total Births,2009,2009,18,18 years,1,0,Number,574
VSA36C01,Total Births,2009,2009,18,18 years,2,1,Number,52
VSA36C01,Total Births,2009,2009,18,18 years,3,2,Number,5
VSA36C01,Total Births,2009,2009,18,18 years,4,3,Number,
VSA36C01,Total Births,2009,2009,18,18 years,5,4,Number,
VSA36C01,Total Births,2009,2009,18,18 years,6,5,Number,
VSA36C01,Total Births,2009,2009,18,18 years,8,6,Number,
VSA36C01,Total Births,2009,2009,18,18 years,10,7,Number,
VSA36C01,Total Births,2009,2009,18,18 years,11,8,Number,
VSA36C01,Total Births,2009,2009,18,18 years,12,9,Number,
VSA36C01,Total Births,2009,2009,18,18 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,18,18 years,99,Not stated,Number,3
VSA36C01,Total Births,2009,2009,19,19 years,26,Total Per Age Group,Number,1035
VSA36C01,Total Births,2009,2009,19,19 years,1,0,Number,906
VSA36C01,Total Births,2009,2009,19,19 years,2,1,Number,114
VSA36C01,Total Births,2009,2009,19,19 years,3,2,Number,8
VSA36C01,Total Births,2009,2009,19,19 years,4,3,Number,2
VSA36C01,Total Births,2009,2009,19,19 years,5,4,Number,
VSA36C01,Total Births,2009,2009,19,19 years,6,5,Number,
VSA36C01,Total Births,2009,2009,19,19 years,8,6,Number,
VSA36C01,Total Births,2009,2009,19,19 years,10,7,Number,
VSA36C01,Total Births,2009,2009,19,19 years,11,8,Number,
VSA36C01,Total Births,2009,2009,19,19 years,12,9,Number,
VSA36C01,Total Births,2009,2009,19,19 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,19,19 years,99,Not stated,Number,5
VSA36C01,Total Births,2009,2009,20,20 years,26,Total Per Age Group,Number,1273
VSA36C01,Total Births,2009,2009,20,20 years,1,0,Number,974
VSA36C01,Total Births,2009,2009,20,20 years,2,1,Number,256
VSA36C01,Total Births,2009,2009,20,20 years,3,2,Number,31
VSA36C01,Total Births,2009,2009,20,20 years,4,3,Number,8
VSA36C01,Total Births,2009,2009,20,20 years,5,4,Number,
VSA36C01,Total Births,2009,2009,20,20 years,6,5,Number,
VSA36C01,Total Births,2009,2009,20,20 years,8,6,Number,
VSA36C01,Total Births,2009,2009,20,20 years,10,7,Number,
VSA36C01,Total Births,2009,2009,20,20 years,11,8,Number,
VSA36C01,Total Births,2009,2009,20,20 years,12,9,Number,
VSA36C01,Total Births,2009,2009,20,20 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,20,20 years,99,Not stated,Number,4
VSA36C01,Total Births,2009,2009,21,21 years,26,Total Per Age Group,Number,1489
VSA36C01,Total Births,2009,2009,21,21 years,1,0,Number,1089
VSA36C01,Total Births,2009,2009,21,21 years,2,1,Number,332
VSA36C01,Total Births,2009,2009,21,21 years,3,2,Number,58
VSA36C01,Total Births,2009,2009,21,21 years,4,3,Number,4
VSA36C01,Total Births,2009,2009,21,21 years,5,4,Number,2
VSA36C01,Total Births,2009,2009,21,21 years,6,5,Number,
VSA36C01,Total Births,2009,2009,21,21 years,8,6,Number,
VSA36C01,Total Births,2009,2009,21,21 years,10,7,Number,
VSA36C01,Total Births,2009,2009,21,21 years,11,8,Number,
VSA36C01,Total Births,2009,2009,21,21 years,12,9,Number,
VSA36C01,Total Births,2009,2009,21,21 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,21,21 years,99,Not stated,Number,4
VSA36C01,Total Births,2009,2009,22,22 years,26,Total Per Age Group,Number,1810
VSA36C01,Total Births,2009,2009,22,22 years,1,0,Number,1211
VSA36C01,Total Births,2009,2009,22,22 years,2,1,Number,460
VSA36C01,Total Births,2009,2009,22,22 years,3,2,Number,109
VSA36C01,Total Births,2009,2009,22,22 years,4,3,Number,25
VSA36C01,Total Births,2009,2009,22,22 years,5,4,Number,2
VSA36C01,Total Births,2009,2009,22,22 years,6,5,Number,
VSA36C01,Total Births,2009,2009,22,22 years,8,6,Number,
VSA36C01,Total Births,2009,2009,22,22 years,10,7,Number,
VSA36C01,Total Births,2009,2009,22,22 years,11,8,Number,
VSA36C01,Total Births,2009,2009,22,22 years,12,9,Number,
VSA36C01,Total Births,2009,2009,22,22 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,22,22 years,99,Not stated,Number,3
VSA36C01,Total Births,2009,2009,23,23 years,26,Total Per Age Group,Number,2001
VSA36C01,Total Births,2009,2009,23,23 years,1,0,Number,1251
VSA36C01,Total Births,2009,2009,23,23 years,2,1,Number,552
VSA36C01,Total Births,2009,2009,23,23 years,3,2,Number,152
VSA36C01,Total Births,2009,2009,23,23 years,4,3,Number,35
VSA36C01,Total Births,2009,2009,23,23 years,5,4,Number,5
VSA36C01,Total Births,2009,2009,23,23 years,6,5,Number,
VSA36C01,Total Births,2009,2009,23,23 years,8,6,Number,
VSA36C01,Total Births,2009,2009,23,23 years,10,7,Number,
VSA36C01,Total Births,2009,2009,23,23 years,11,8,Number,
VSA36C01,Total Births,2009,2009,23,23 years,12,9,Number,
VSA36C01,Total Births,2009,2009,23,23 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,23,23 years,99,Not stated,Number,6
VSA36C01,Total Births,2009,2009,24,24 years,26,Total Per Age Group,Number,2271
VSA36C01,Total Births,2009,2009,24,24 years,1,0,Number,1272
VSA36C01,Total Births,2009,2009,24,24 years,2,1,Number,704
VSA36C01,Total Births,2009,2009,24,24 years,3,2,Number,207
VSA36C01,Total Births,2009,2009,24,24 years,4,3,Number,65
VSA36C01,Total Births,2009,2009,24,24 years,5,4,Number,12
VSA36C01,Total Births,2009,2009,24,24 years,6,5,Number,1
VSA36C01,Total Births,2009,2009,24,24 years,8,6,Number,1
VSA36C01,Total Births,2009,2009,24,24 years,10,7,Number,
VSA36C01,Total Births,2009,2009,24,24 years,11,8,Number,
VSA36C01,Total Births,2009,2009,24,24 years,12,9,Number,
VSA36C01,Total Births,2009,2009,24,24 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,24,24 years,99,Not stated,Number,9
VSA36C01,Total Births,2009,2009,25,25 years,26,Total Per Age Group,Number,2662
VSA36C01,Total Births,2009,2009,25,25 years,1,0,Number,1473
VSA36C01,Total Births,2009,2009,25,25 years,2,1,Number,800
VSA36C01,Total Births,2009,2009,25,25 years,3,2,Number,267
VSA36C01,Total Births,2009,2009,25,25 years,4,3,Number,84
VSA36C01,Total Births,2009,2009,25,25 years,5,4,Number,21
VSA36C01,Total Births,2009,2009,25,25 years,6,5,Number,2
VSA36C01,Total Births,2009,2009,25,25 years,8,6,Number,2
VSA36C01,Total Births,2009,2009,25,25 years,10,7,Number,1
VSA36C01,Total Births,2009,2009,25,25 years,11,8,Number,
VSA36C01,Total Births,2009,2009,25,25 years,12,9,Number,
VSA36C01,Total Births,2009,2009,25,25 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,25,25 years,99,Not stated,Number,12
VSA36C01,Total Births,2009,2009,26,26 years,26,Total Per Age Group,Number,3189
VSA36C01,Total Births,2009,2009,26,26 years,1,0,Number,1718
VSA36C01,Total Births,2009,2009,26,26 years,2,1,Number,978
VSA36C01,Total Births,2009,2009,26,26 years,3,2,Number,346
VSA36C01,Total Births,2009,2009,26,26 years,4,3,Number,101
VSA36C01,Total Births,2009,2009,26,26 years,5,4,Number,26
VSA36C01,Total Births,2009,2009,26,26 years,6,5,Number,5
VSA36C01,Total Births,2009,2009,26,26 years,8,6,Number,
VSA36C01,Total Births,2009,2009,26,26 years,10,7,Number,
VSA36C01,Total Births,2009,2009,26,26 years,11,8,Number,
VSA36C01,Total Births,2009,2009,26,26 years,12,9,Number,
VSA36C01,Total Births,2009,2009,26,26 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,26,26 years,99,Not stated,Number,15
VSA36C01,Total Births,2009,2009,27,27 years,26,Total Per Age Group,Number,3605
VSA36C01,Total Births,2009,2009,27,27 years,1,0,Number,1865
VSA36C01,Total Births,2009,2009,27,27 years,2,1,Number,1129
VSA36C01,Total Births,2009,2009,27,27 years,3,2,Number,405
VSA36C01,Total Births,2009,2009,27,27 years,4,3,Number,137
VSA36C01,Total Births,2009,2009,27,27 years,5,4,Number,37
VSA36C01,Total Births,2009,2009,27,27 years,6,5,Number,12
VSA36C01,Total Births,2009,2009,27,27 years,8,6,Number,3
VSA36C01,Total Births,2009,2009,27,27 years,10,7,Number,1
VSA36C01,Total Births,2009,2009,27,27 years,11,8,Number,1
VSA36C01,Total Births,2009,2009,27,27 years,12,9,Number,
VSA36C01,Total Births,2009,2009,27,27 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,27,27 years,99,Not stated,Number,15
VSA36C01,Total Births,2009,2009,28,28 years,26,Total Per Age Group,Number,4092
VSA36C01,Total Births,2009,2009,28,28 years,1,0,Number,2016
VSA36C01,Total Births,2009,2009,28,28 years,2,1,Number,1284
VSA36C01,Total Births,2009,2009,28,28 years,3,2,Number,506
VSA36C01,Total Births,2009,2009,28,28 years,4,3,Number,171
VSA36C01,Total Births,2009,2009,28,28 years,5,4,Number,55
VSA36C01,Total Births,2009,2009,28,28 years,6,5,Number,27
VSA36C01,Total Births,2009,2009,28,28 years,8,6,Number,10
VSA36C01,Total Births,2009,2009,28,28 years,10,7,Number,5
VSA36C01,Total Births,2009,2009,28,28 years,11,8,Number,
VSA36C01,Total Births,2009,2009,28,28 years,12,9,Number,
VSA36C01,Total Births,2009,2009,28,28 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,28,28 years,99,Not stated,Number,18
VSA36C01,Total Births,2009,2009,29,29 years,26,Total Per Age Group,Number,4683
VSA36C01,Total Births,2009,2009,29,29 years,1,0,Number,2280
VSA36C01,Total Births,2009,2009,29,29 years,2,1,Number,1455
VSA36C01,Total Births,2009,2009,29,29 years,3,2,Number,578
VSA36C01,Total Births,2009,2009,29,29 years,4,3,Number,239
VSA36C01,Total Births,2009,2009,29,29 years,5,4,Number,73
VSA36C01,Total Births,2009,2009,29,29 years,6,5,Number,29
VSA36C01,Total Births,2009,2009,29,29 years,8,6,Number,8
VSA36C01,Total Births,2009,2009,29,29 years,10,7,Number,
VSA36C01,Total Births,2009,2009,29,29 years,11,8,Number,
VSA36C01,Total Births,2009,2009,29,29 years,12,9,Number,
VSA36C01,Total Births,2009,2009,29,29 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,29,29 years,99,Not stated,Number,21
VSA36C01,Total Births,2009,2009,30,30 years,26,Total Per Age Group,Number,4887
VSA36C01,Total Births,2009,2009,30,30 years,1,0,Number,2309
VSA36C01,Total Births,2009,2009,30,30 years,2,1,Number,1578
VSA36C01,Total Births,2009,2009,30,30 years,3,2,Number,634
VSA36C01,Total Births,2009,2009,30,30 years,4,3,Number,244
VSA36C01,Total Births,2009,2009,30,30 years,5,4,Number,65
VSA36C01,Total Births,2009,2009,30,30 years,6,5,Number,26
VSA36C01,Total Births,2009,2009,30,30 years,8,6,Number,8
VSA36C01,Total Births,2009,2009,30,30 years,10,7,Number,5
VSA36C01,Total Births,2009,2009,30,30 years,11,8,Number,1
VSA36C01,Total Births,2009,2009,30,30 years,12,9,Number,
VSA36C01,Total Births,2009,2009,30,30 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,30,30 years,99,Not stated,Number,17
VSA36C01,Total Births,2009,2009,31,31 years,26,Total Per Age Group,Number,5115
VSA36C01,Total Births,2009,2009,31,31 years,1,0,Number,2194
VSA36C01,Total Births,2009,2009,31,31 years,2,1,Number,1796
VSA36C01,Total Births,2009,2009,31,31 years,3,2,Number,740
VSA36C01,Total Births,2009,2009,31,31 years,4,3,Number,243
VSA36C01,Total Births,2009,2009,31,31 years,5,4,Number,78
VSA36C01,Total Births,2009,2009,31,31 years,6,5,Number,31
VSA36C01,Total Births,2009,2009,31,31 years,8,6,Number,9
VSA36C01,Total Births,2009,2009,31,31 years,10,7,Number,3
VSA36C01,Total Births,2009,2009,31,31 years,11,8,Number,
VSA36C01,Total Births,2009,2009,31,31 years,12,9,Number,2
VSA36C01,Total Births,2009,2009,31,31 years,15,10 or more,Number,
VSA36C01,Total Births,2009,2009,31,31 years,99,Not stated,Number,19
VSA36C01,Total Births,2009,2009,32,32 years,26,Total Per Age Group,Number,5260
VSA36C01,Total Births,2009,2009,32,32 years,1,0,Number,2137
VSA36C01,Total Births,2009,2009,32,32 years,2,1,Number,1883
VSA36C01,Total Births,2009,2009,32,32 years,3,2,Number,788
VSA36C01,Total Births,2009,2009,32,32 years,4,3,Number,266
VSA36C01,Total Births,2009,2009,32,32 years,5,4,Number,93
VSA36C01,Total Births,2009,2009,32,32 years,6,5,Number,42
VSA36C01,Total Births,2009,2009,32,32 years,8,6,Number,17
